행유형,원본부모Claim번호,자식Claim번호,입력구분,최종검증유형,유형분류결과,원문,기사작성일,대상수치표현,지표,기사값,단위,기준시점,주기,지역,대상집단,차원JSON,계산방식,조건JSON,파싱상태,공식조회진입경로,최종상태,최종사유코드,실패단계,실패원인_쉬운설명,판정,공식계산값,공식좌표JSON,공식출처JSON,공식근거URL,응답해시,공표확인,공식근거종류,공식판정완료,진단번호,원본상세사유,전체자식수,8번직접값자식수,다른유형자식수,공식판정완료자식수,실행결과파일
복수문장부모요약,A00646_15,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,정부는 이를 포함해 연간 수출 바우처 예산(2400억원)의 90%를 상반기에 집중 투입하기로 했다.,2025-02-19,,수출액,240000000000,원,2025,Y,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
부모겸단일결과,A00655_7,A00655_7,단일 수치,8번 직접값 제외,다른 유형으로 이동: 7번 증감률,지난달 생산자물가는 전년과 비교해도 1.7%가량 올랐다.,2025-02-20,1.7%,물가상승률,1.7,%,2025-01,M,,,,DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_GROWTH_RATE,CLAIM_PARSE,직접값이 아니라 두 기간 공식값으로 비율을 계산해야 하는 증감률 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
부모겸단일결과,A00658_11,A00658_11,단일 수치,8번 직접값,8번 직접값 유지,작년 수입액은 1조3600억원어치 정도다.,2025-02-20,1.36e+12원,수입액,1360000000000.0,원,2024,Y,,,,DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
부모겸단일결과,A00672_9,A00672_9,단일 수치,8번 직접값,8번 직접값 유지,작년 수입액은 1조3600억원어치 정도다.,2025-02-21,1.36e+12원,수입액,1360000000000.0,원,2024,Y,,,,DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
부모겸단일결과,A00722_16,A00722_16,단일 수치,8번 직접값,8번 직접값 유지,한은은 계엄사태 등을 반영해 지난달 올해 경제성장률이 1.6~1.7% 정도 될 것이라고 발표했는데 이보다도 더 낮춘 것이다.,2025-02-25,1.7%,경제성장률,1.7,%,2025,Y,,,,DIRECT_VALUE,,AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
복수문장부모요약,A00722_6,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"작년 4분기 경제성장률은 전 분기 대비 0.1%로, 외환 위기 직격탄을 맞았던 1998년 이후 처음으로 3개 분기 연속 0%대 안팎의 성장을 했다.",2025-02-25,,경제성장률,0.1,%,2024-Q4,Q,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00735_6,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"하지만 작년 8월 2.1%로 낮췄고, 수출 둔화세가 본격화한 작년 3분기(7~9월) 이후인 작년 11월에는 이를 1.9%로 내려잡았다.",2025-02-26,,수출액,2.1,%,2024-08,M,,,,,,,,자식별 결과,"{""목표 수치 1.9%와 기준 수치 2.1%는 명확하지만, 대명사 '이를'이 가리키는 구체적 지표가 문장에 명시되지 않음"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
부모겸단일결과,A00735_8,A00735_8,단일 수치,8번 직접값,8번 직접값 유지,"게다가 한은은 이날 올해 트럼프발 관세 전쟁이 격화되면 올해, 내년 성장률이 1.4%까지 떨어질 것을 경고했다.",2025-02-26,1.4%,경제성장률,1.4,%,2025,Y,,,,DIRECT_VALUE,"{""direction"": ""DECREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
부모겸단일결과,A00736_7,A00736_7,단일 수치,8번 직접값,8번 직접값 유지,한 해 태어난 인구가 70만명 수준인 1990년대생들이 본격적으로 결혼을 하고 아이를 낳기 시작하면서 작년 출생아가 늘어났다.,2025-02-26,700000명,출생아 수,700000.0,명,2024,Y,,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,AS_OF_UNAVAILABLE,OFFICIAL_VALUE_FETCH,기사 작성일 기준 공표된 공식값인지 확인하지 못함,UNDETERMINED,,"[{""canonical_key"": ""ORG=101|TBL=DT_1B8000G|ITM=T1|OBJ=B|MEMBER=전국|PRD_SE=년|PRD_DE=2024|DIMS=B:전국,A:출생아수(명)"", ""dimension_codes"": {""A"": ""10"", ""B"": ""00""}, ""dimension_members"": {""A"": ""출생아수(명)"", ""B"": ""전국""}, ""itm_id"": ""T1"", ""member_code"": ""전국"", ""obj_id"": ""B"", ""org_id"": ""101"", ""prd_de"": ""2024"", ""prd_se"": ""년"", ""status"": ""CONFIRMED"", ""tbl_id"": ""DT_1B8000G"", ""unit"": ""명""}]","[{""content_hash"": ""8b108c178cc52a5182d9c572527f7727086fc0df8d9128ad021c30906237b37a"", ""evidence_key"": ""ORG=101|TBL=DT_1B8000G|ITM=T1|OBJ=B|MEMBER=전국|PRD_SE=년|PRD_DE=2024|DIMS=B:전국,A:출생아수(명)"", ""publication"": {""content_hash"": ""882ea1046b8fe06af80e5ccfa2f0e019e4174b51a050363f55714b66573aaacc"", ""coverage_end_period"": null, ""coverage_start_period"": null, ""evidence_scope"": ""PERIOD"", ""pub_date_text"": ""조사기준 년 익년"", ""pub_period"": ""월"", ""publication_method_url"": ""언론(보도자료), 전산망(인터넷), 간행물2024년 5월 인구동향https://mods.go.kr/board.es?mid=a10301020300&amp;bid=204"", ""published_at"": null, ""reference_period"": null, ""retrieved_at"": ""2026-08-26T08:49:03.822299Z"", ""source_url"": ""https://kosis.kr/openapi/statisticsExplData.do?method=getList&format=json&jsonVD=Y&orgId=101&tblId=DT_1B8000G&metaItm=All"", ""status"": ""UNRESOLVED""}, ""retrieved_at"": ""2026-08-26T08:51:13.057636Z"", ""source"": ""API"", ""source_url"": ""https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000G&itmId=T1&prdSe=Y&startPrdDe=2024&endPrdDe=2024&objL1=00&objL2=10"", ""value_last_changed_at"": null}]",https://kosis.kr/openapi/Param/statisticsParameterData.do?method=getList&orgId=101&tblId=DT_1B8000G&itmId=T1&prdSe=Y&startPrdDe=2024&endPrdDe=2024&objL1=00&objL2=10,8b108c178cc52a5182d9c572527f7727086fc0df8d9128ad021c30906237b37a,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
복수문장부모요약,A00749_14,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"1990년 64만9000명대였던 출생아 수가 1991년 70만9000명대로 뛰어오른 데 이어, 올해 33세인 1992년생은 출생아 수가 73만명대로 2차 에코 붐 세대 중에서도 가장 많았기 때문이다.",2025-02-27,,출생아 수,649000,명,2025,Y,,,,,,,,자식별 결과,"{""NO_HARD_GUARD_CANDIDATE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
부모겸단일결과,A00749_16,A00749_16,단일 수치,8번 직접값,8번 직접값 유지,출생아 증가세가 이어질 경우 2027년을 전후해 합계 출산율 0.8명 달성도 가능하다고 주 부위원장은 내다봤다.,2025-02-27,0.8명,출생아 수,0.8,명,2027,Y,,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_HARD_GUARD_CANDIDATE,HARD_GUARD,기간·단위·지역 등 필수 조건을 모두 만족하는 공식표 후보가 없음,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
복수문장부모요약,A00749_24,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"출생아 수는 1995년생(69만1226명)부터 60만명대로 내려앉고, 2001년생은 50만명대(55만9934명), 2002년생(49만6911명)부터는 40만명대로 줄어든다.",2025-02-27,,출생아 수,691226,명,2001,Y,,,,,,,,자식별 결과,"{""NO_HARD_GUARD_CANDIDATE"": 1, ""RECLASSIFY_TO_DIFFERENCE"": 2}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,3,3,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00751_27,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"실업률은 4% 수준이고, 작년 12월에는 일자리 25만개가 새로 만들어졌다.",2025-02-27,,실업률,4,%,2024-12,M,,,,,,,,자식별 결과,"{""NO_HARD_GUARD_CANDIDATE"": 1, ""실업률 4%라는 단일 수치는 명확하지만 대상 인구와 기준 시점이 본문에 직접 제시되지 않아 충분한 슬롯을 확정할 수 없음"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,2,2,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
부모겸단일결과,A00840_14,A00840_14,단일 수치,8번 직접값,8번 직접값 유지,"생활물가지수는 지난해 10월(1.2%)을 저점으로 꾸준히 오름세를 보이고 있는데, 소비자들이 실제 체감하는 물가 수준이 높아지고 있음을 시사한다.",2025-03-06,1.2%,생활물가지수,1.2,%,2024-10,M,,,,DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,INDICATOR_REFINEMENT_REQUIRED,CLAIM_PARSE,INDICATOR_REFINEMENT_REQUIRED,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
복수문장부모요약,A00922_25,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,도·소매업 취업자는 6만5000명 감소하며 지난해 3월(-1만4000명)부터 1년째 감소세가 이어지고 있다.,2025-03-12,,취업자 수,65000,명,2024-03,M,,,,,,,,자식별 결과,"{""RECLASSIFY_TO_DIFFERENCE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A00953_14,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,실제 본지가 소비자물가정보서비스에서 원재료와 제품값 상승률을 비교한 가공식품 21개 중에서는 지난해 원재료 가격이 떨어졌는데도 제품값이 오른 품목이 10개나 됐다.,2025-03-15,,소비자물가 상승률,21,개,2024,Y,,,,,,,,자식별 결과,"{""RECLASSIFY_TO_DIFFERENCE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
부모겸단일결과,A00970_20,A00970_20,단일 수치,8번 직접값,8번 직접값 유지,지난달 ICT 무역 수지는 58억1000만달러 흑자를 기록했다.,2025-03-16,5.81e+09달러,무역수지,5810000000.0,달러,2025-02,월,,,,DIRECT_VALUE,"{""polarity"": ""SURPLUS""}",AUTO_OK,KOSIS_PIPELINE_ELIGIBLE,HOLD,NO_EVIDENCE_COORDINATE_CANDIDATE,HARD_GUARD,공식표는 찾았지만 기사 조건에 맞는 항목·지역·기간 좌표를 확정하지 못함,UNDETERMINED,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
복수문장부모요약,A01193_11,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"같은 방식으로 비교했을 때 2023년까지만 해도 외국인과 노인 일자리 참여자 증가 규모는 11만8000명으로, 전체 취업자 증가 폭(32만7000명)보다 적었다.",2025-04-02,,취업자 수,118000,명,2023,Y,,,,,,,,자식별 결과,"{""LOW_SEMANTIC_SCORE"": 1, ""NO_HARD_GUARD_CANDIDATE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,2,2,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A01193_7,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"그 결과 작년 외국인 취업자는 8만7000명, 노인 일자리 참여자는 9만2000명 늘어난 것으로 파악됐다.",2025-04-02,,취업자 수,87000,명,2024,Y,,,,,,,,자식별 결과,"{""RECLASSIFY_TO_DIFFERENCE"": 2}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,2,2,0,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A01194_4,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"통계청에 따르면, 지난달 농·축산물 물가는 전년 동월 대비 0.4% 오르며 지난 2월(0.6%)에 이어 두 달째 0%대를 기록했다.",2025-04-02,,물가상승률,0.4,%,2025-02,M,,,,,,,,자식별 결과,{},,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,0,1,0,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
복수문장부모요약,A01285_4,,복수 수치,8번 직접값 자식만 실행,복수 Claim 분리 후 자식별 결과 참조,"9일 통계청이 발표한 ‘3월 고용동향’에 따르면, 지난 3월 취업자 수는 2858만9000명으로 전년 동월 대비 19만3000명 증가했다.",2025-04-09,,취업자 수,28589000,명,2025-03,M,,,,,,,,자식별 결과,"{""WITHIN_TOLERANCE"": 1}",,한 문장을 자식 Claim으로 나눈 뒤 8번 직접값 자식만 공식 검증한 결과,,,,,,,,,,,,1,1,0,1,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\multi_type8_197_live_final\claim_verification_results.jsonl
부모겸단일결과,A01285_6,A01285_6,단일 수치,8번 직접값 제외,다른 유형으로 이동: 6번 증감량,지난달 취업자 수 증가폭은 취업자가 26만명 넘게 늘어난 작년 4월 이후 11개월 만에 가장 크다.,2025-04-09,260000명,취업자 수,260000.0,명,2024-04,M,,,,DIRECT_VALUE,"{""direction"": ""INCREASE""}",HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_DIFFERENCE,CLAIM_PARSE,직접값이 아니라 두 기간 공식값의 차이를 계산해야 하는 증감량 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
부모겸단일결과,A01349_18,A01349_18,단일 수치,8번 직접값 제외,다른 유형으로 이동: 최고·최저 기록,"11일 해외건설협회의 ‘1분기 해외 수... 태국 고속도로·바라카 원전… K건설, 59년만에 수주 1조달러 “놀라운 일을 계획하고 있습니다.” 1963년 1월, 정주영 현대건설 사장은 시무식에서 임직원을 상대로 이렇게 말했다.",2025-04-14,1e+12달러,해외건설,1000000000000.0,달러,2025-Q1,Q,,,,DIRECT_VALUE,,HUMAN_REVIEW,CONTEXT_REQUIRED,HUMAN_REVIEW,RECLASSIFY_TO_RECORD,CLAIM_PARSE,직접값이 아니라 과거 전체 기간과 비교해야 하는 기록 주장,,,[],[],,,,,N,,,,,,,D:\projects\services\archived\clafact-auto\.worktrees\three-type-release\artifacts\direct_value_release_20260826\single_133_live_final_v3\claim_verification_results.jsonl
